job_link,job_title,company_name,company_location,salary,job_type,rating,job_description,searched_job,searched_location
https://www.indeed.com/rc/clk?jk=e8f86500967c71d2&fccid=e5b5c289543e7bff&vjs=3,"Senior Principal Engineer, Manufacturing Quality",SambaNova Systems,"Palo Alto, CA",180000,Not available,Not available,This role is key to achieve on-time and on-quality delivery of the infrastructure hardware that is custom designed to power the AI-enabled hardware manufactured…,Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=0d90127c22b54ed3&fccid=8887bbcaf917e94f&vjs=3,PhD Residency - Applications of Foundation Models,SandboxAQ,"Remote in San Francisco, CA",140500,Not available,Not available,"We engage in deep research while maintaining close contact with the needs of the customers.,Familiarity with common AI/ML tools (TensorFlow, JAX, PyTorch, etc.)…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=9094954d494745c9&fccid=b8dfa016219a39de&vjs=3,Founding Engineer,Create,"San Francisco, CA 94103",152500,Full-time,3.7,"Create's customers launch fully functional software products faster than anyone else, putting their ideas in the hands of users effectively overnight.",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=8fca564b3984feb1&fccid=3dca16b836aab3f7&vjs=3,Mid-Market Account Executive - Bay Area,Aisera,"Remote in Palo Alto, CA",Not available,Not available,Not available,"Aisera is the , , space focused on creating a ChatGPT experience for Enterprise applications.,Aisera fast tracks the digital transformation journey…",Generative AI,San Francisco
https://www.indeed.com/company/iappsdata/jobs/Senior-Quality-Assurance-Manager-9a2dff79a7acf690?fccid=cdb4db21dc7f698f&vjs=3,Sr. QA Lead,iAppsData,"South San Francisco, CA 94080",135200,Contract,Not available,"Over 15 years of experience in testing.,Strong in test automation framework preferably using ""Generative ,"" or any similar , Automation.",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=b054a67ffffc92e9&fccid=fba1f219793d6b80&vjs=3,Head of Artificial Intelligence / Machine Learning,Robinhood,"Menlo Park, CA",236000,Not available,3.4,This role will be a critical component of the future of Robinhood and you'll work very closely with our existing Data Science and Engineering teams.,Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=3825fea20fa1a437&fccid=514d7b657bf5e771&vjs=3,"Product Management Lead, Foundational Systems",Yohana,"Hybrid remote in Palo Alto, CA",Not available,Not available,3.7,"43% of people struggle with decision-making.,66% say overload affects their work, and 62%, their interpersonal relationships.,401(k) with employer match.",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=53f2e537143861e7&fccid=f98eb70205204fcf&vjs=3,"Senior Design Engineer, Human Factor Concepts & Design",Samsung Research America,"San Francisco, CA",161225,Not available,3.9,"The Design Engineer will be responsible for employing working knowledge of product design and human factors, and helping to develop , design concepts…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=d4031a4dcc3fb5aa&fccid=f9f7576fb7e7bdc4&vjs=3,Machine Learning Engineer - Simulation,DiDi Labs,"Mountain View, CA",150500,Not available,4.5,"Research and develop algorithms, e.g., ,, domain adaptation models, for simulating realistic 2D image, 3D point cloud, radar and etc.",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=7caf6fe33e592db7&fccid=f98eb70205204fcf&vjs=3,"Senior Software Developer 3D, Computational Workflows",Samsung Research America,"San Francisco, CA",181925,Overtime,3.9,"Execute computational geometry, , geometry development to employ into the design process.,The Software Developer will work closely with designers to…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=15b306ea861737af&fccid=e5b5c289543e7bff&vjs=3,Senior Principal Signal Integrity Engineer,SambaNova Systems,"Palo Alto, CA",165000,Not available,Not available,SambaNova is hiring a Senior Principal Signal Integrity Engineer to review pre-layout high-speed signal paths and perform simulation and validation of the…,Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=af68bbbc48dd5eb6&fccid=7ceeabf7dfa027b9&vjs=3,Senior Accountant (3-5 years of experience),EvenUp Inc.,"Remote in San Francisco, CA",101950,Full-time,Not available,"Manage accounts receivable process workflow from beginning to end; this includes billing, payments and collection activities;",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=67abb5ccf33fcdff&fccid=3dca16b836aab3f7&vjs=3,Enterprise Account Executive - Bay Area,Aisera,"Remote in San Francisco, CA",Not available,Not available,Not available,"Aisera is the , , space focused on creating a ChatGPT experience for Enterprise applications.,Aisera fast tracks the digital transformation journey…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=8161d9670cc12900&fccid=b8dfa016219a39de&vjs=3,Founding Designer,Create,"San Francisco, CA 94103",145000,Full-time,3.7,"Create's customers launch fully functional software products faster than anyone else, putting their ideas in the hands of users effectively overnight.",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=0eba2c14bdce4e48&fccid=ab92d71c313a0a65&vjs=3,Product Manager - Experts & Artificial Intelligence,Curated,"San Francisco, CA",Not available,Not available,3.5,"Experience conceiving and delivering products powered by machine learning (ML), search & recommendations, natural language processing (NLP) and/or , AI…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=c10185f43bfe5801&fccid=44bb8d8a05c6f599&vjs=3,Research Engineer - Multimodal,Character.AI,"Palo Alto, CA",Not available,Full-time,4.2,"Have experience with , models for various modalities.,We’re looking for scrappy and self-motivated people who have full-stack machine learning skills:…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=ba5f975dfc58e03e&fccid=e5b5c289543e7bff&vjs=3,Systems Administrator,SambaNova Systems,"Palo Alto, CA",125000,Not available,Not available,"Your work will directly impact employees, customers, our brand, and our ability to empower customers.,This job opens pathways for high growth but requires a…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=1159bda5377f5bbe&fccid=e206b323258dadff&vjs=3,Growth Marketing Lead,Fitmate Coach,"San Francisco, CA",137000,Full-time,Not available,"Our unique solution tackles people’s main problem of staying motivated, by combining human coaches (on tasks that can’t be automated) alongside automation tools…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=9f3c53688456691b&fccid=cccf779f6530a5d3&vjs=3,HC Account Executive,Hyro,"Oakland, CA",250000,Not available,Not available,"Hyro’s conversational , platform turns complex data into simple dialogue by leveraging the most exciting natural language understanding frontiers including…",Generative AI,San Francisco
https://www.indeed.com/rc/clk?jk=f45fa5b3a9d7a0ce&fccid=e5b5c289543e7bff&vjs=3,Senior ASIC Design Automation Engineer,SambaNova Systems,"Palo Alto, CA",125000,Not available,Not available,"SambaNova is hiring a Senior ASIC Design Automation Engineer.,Implement, document, and deploy design automation tools to support the chip development process.",Generative AI,San Francisco
